Territorio;Nivel educativo;Sexo;Titularidad del centro;Año/Curso;value
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2017-2018;0
Melilla;FP Básica y Grado Medio;Hombres;Todos los centros;2016-2017;0
Melilla;Total FP;Mujeres;Centros públicos;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2018-2019;0
Melilla;FP Básica;Mujeres;Todos los centros;2018-2019;0
Melilla;FP Grado Medio;Mujeres;Todos los centros;2017-2018;0
Melilla;FP Grado Superior;Mujeres;Todos los centros;2016-2017;0
Melilla;Total FP;Total;Centros privados;2018-2019;0
Melilla;FP Básica y Grado Medio;Mujeres;Todos los centros;2018-2019;0
Melilla;FP Grado Medio;Mujeres;Centros privados;2015-2016;0
Melilla;FP Grado Medio;Hombres;Centros públicos;2016-2017;0
Melilla;Total FP;Mujeres;Centros públicos;2018-2019;0
Melilla;FP Básica;Mujeres;Centros privados;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2015-2016;0
Melilla;FP Grado Superior;Total;Todos los centros;2018-2019;0
Melilla;FP Grado Superior;Total;Centros públicos;2017-2018;0
Melilla;Total FP;Hombres;Centros públicos;2017-2018;0
Melilla;FP Grado Medio;Total;Centros públicos;2016-2017;0
Melilla;Total FP;Mujeres;Centros privados;2018-2019;0
Melilla;FP Básica;Mujeres;Todos los centros;2016-2017;0
Melilla;FP Básica;Hombres;Todos los centros;2015-2016;0
Melilla;FP Grado Medio;Total;Centros privados;2016-2017;0
Melilla;FP Grado Medio;Total;Todos los centros;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2015-2016;0
Melilla;FP Básica;Total;Centros privados;2015-2016;0
Melilla;Total FP;Hombres;Centros públicos;2018-2019;0
Melilla;FP Grado Superior;Hombres;Centros privados;2017-2018;0
Melilla;FP Básica;Mujeres;Centros públicos;2016-2017;0
Melilla;FP Básica y Grado Medio;Mujeres;Todos los centros;2017-2018;0
Melilla;FP Grado Medio;Hombres;Centros privados;2015-2016;0
Melilla;FP Básica y Grado Medio;Mujeres;Centros públicos;2016-2017;0
Melilla;FP Grado Medio;Mujeres;Centros públicos;2015-2016;0
Melilla;FP Grado Superior;Mujeres;Centros públicos;2017-2018;0
Melilla;Total FP;Mujeres;Centros privados;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2018-2019;0
Melilla;FP Básica;Mujeres;Todos los centros;2015-2016;0
Melilla;FP Grado Superior;Total;Centros privados;2015-2016;0
Melilla;FP Básica;Mujeres;Todos los centros;2017-2018;0
Melilla;FP Básica y Grado Medio;Mujeres;Centros públicos;2018-2019;0
Melilla;FP Grado Medio;Mujeres;Centros privados;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2015-2016;0
Melilla;FP Grado Superior;Mujeres;Todos los centros;2017-2018;0
Melilla;FP Básica;Total;Todos los centros;2017-2018;0
Melilla;FP Básica y Grado Medio;Mujeres;Todos los centros;2016-2017;0
Melilla;FP Básica y Grado Medio;Hombres;Centros privados;2015-2016;0
Melilla;FP Básica y Grado Medio;Total;Centros privados;2017-2018;0
Melilla;FP Grado Medio;Hombres;Centros privados;2016-2017;0
Melilla;FP Básica y Grado Medio;Mujeres;Centros privados;2015-2016;0
Melilla;FP Grado Superior;Mujeres;Centros públicos;2016-2017;0
Melilla;FP Grado Medio;Hombres;Centros privados;2018-2019;0
Melilla;FP Grado Superior;Hombres;Centros públicos;2015-2016;0
Melilla;FP Grado Medio;Total;Todos los centros;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2017-2018;0
Melilla;FP Grado Superior;Hombres;Centros privados;2015-2016;0
Melilla;FP Básica;Total;Centros públicos;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2018-2019;0
Melilla;Total FP;Mujeres;Todos los centros;2018-2019;0
Melilla;FP Grado Superior;Total;Centros privados;2017-2018;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Centros privados;2016-2017;0
Melilla;Total FP;Hombres;Centros privados;2015-2016;0
Melilla;FP Grado Superior;Hombres;Todos los centros;2017-2018;0
Melilla;FP Básica;Total;Todos los centros;2018-2019;0
Melilla;FP Básica;Hombres;Centros públicos;2018-2019;0
Melilla;Total FP;Mujeres;Todos los centros;2016-2017;0
Melilla;FP Básica y Grado Medio;Total;Todos los centros;2018-2019;0
Melilla;Total FP;Total;Todos los centros;2015-2016;0
Melilla;FP Básica;Mujeres;Centros públicos;2017-2018;0
Melilla;FP Grado Medio;Hombres;Centros públicos;2017-2018;0
Melilla;FP Grado Superior;Mujeres;Centros privados;2016-2017;0
Melilla;FP Básica;Mujeres;Centros públicos;2015-2016;0
Melilla;FP Básica;Total;Centros privados;2018-2019;0
Melilla;FP Grado Medio;Mujeres;Todos los centros;2016-2017;0
Melilla;FP Básica;Mujeres;Centros públicos;2018-2019;0
Melilla;FP Básica y Grado Medio;Total;Todos los centros;2016-2017;0
Melilla;FP Básica y Grado Medio;Total;Todos los centros;2015-2016;0
Melilla;FP Grado Superior;Hombres;Centros públicos;2017-2018;0
Melilla;FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;0
Melilla;FP Básica y Grado Medio;Mujeres;Todos los centros;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2017-2018;0
Melilla;Total FP;Hombres;Centros privados;2016-2017;0
Melilla;FP Grado Medio;Hombres;Centros privados;2017-2018;0
Melilla;Total FP;Total;Todos los centros;2018-2019;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2017-2018;0
Melilla;FP Grado Superior;Hombres;Centros privados;2016-2017;0
Melilla;FP Grado Medio;Total;Centros públicos;2015-2016;0
Melilla;Total FP;Total;Centros privados;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Centros privados;2017-2018;0
Melilla;FP Básica y Grado Medio;Hombres;Todos los centros;2017-2018;0
Melilla;FP Grado Superior;Mujeres;Todos los centros;2018-2019;0
Melilla;FP Grado Medio;Hombres;Todos los centros;2016-2017;0
Melilla;FP Básica y Grado Medio;Mujeres;Centros privados;2018-2019;0
Melilla;FP Básica;Hombres;Todos los centros;2018-2019;0
Melilla;FP Básica y Grado Medio;Total;Centros públicos;2015-2016;0
Melilla;FP Grado Superior;Hombres;Todos los centros;2015-2016;0
Melilla;FP Básica;Hombres;Centros privados;2018-2019;0
Melilla;FP Básica y Grado Medio;Mujeres;Centros privados;2016-2017;0
Melilla;FP Grado Superior;Total;Centros privados;2016-2017;0
Melilla;Total FP;Mujeres;Todos los centros;2015-2016;0
Melilla;FP Básica;Mujeres;Centros privados;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2016-2017;0
Melilla;FP Grado Medio;Mujeres;Centros públicos;2018-2019;0
Melilla;FP Grado Medio;Total;Centros públicos;2017-2018;0
Melilla;FP Grado Superior;Total;Todos los centros;2017-2018;0
Melilla;FP Grado Medio;Hombres;Todos los centros;2015-2016;0
Melilla;Total FP;Hombres;Centros privados;2018-2019;0
Melilla;FP Grado Superior;Total;Centros privados;2018-2019;0
Melilla;FP Grado Superior;Hombres;Centros públicos;2018-2019;0
Melilla;FP Grado Medio;Mujeres;Centros privados;2017-2018;0
Melilla;Total FP;Mujeres;Centros privados;2017-2018;0
Melilla;FP Grado Superior;Mujeres;Centros públicos;2015-2016;0
Melilla;FP Grado Superior;Total;Centros públicos;2018-2019;0
Melilla;FP Básica;Total;Centros públicos;2018-2019;0
Melilla;Total FP;Total;Todos los centros;2016-2017;0
Melilla;FP Grado Medio;Total;Centros públicos;2018-2019;0
Melilla;FP Grado Superior;Hombres;Todos los centros;2018-2019;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2018-2019;0
Melilla;FP Grado Medio;Mujeres;Centros públicos;2017-2018;0
Melilla;FP Básica y Grado Medio;Hombres;Centros privados;2016-2017;0
Melilla;FP Básica;Hombres;Centros privados;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2018-2019;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2015-2016;0
Melilla;Total FP;Total;Centros públicos;2018-2019;0
Melilla;FP Básica y Grado Medio;Total;Centros privados;2018-2019;0
Melilla;FP Básica y Grado Medio;Hombres;Todos los centros;2015-2016;0
Melilla;FP Básica y Grado Medio;Hombres;Centros públicos;2017-2018;0
Melilla;FP Grado Superior;Mujeres;Centros públicos;2018-2019;0
Melilla;Total FP;Hombres;Centros públicos;2015-2016;0
Melilla;Total FP;Total;Centros públicos;2015-2016;0
Melilla;FP Básica y Grado Medio;Hombres;Centros privados;2017-2018;0
Melilla;FP Básica y Grado Medio;Total;Centros privados;2015-2016;0
Melilla;FP Básica y Grado Medio;Total;Centros privados;2016-2017;0
Melilla;Total FP;Mujeres;Centros públicos;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2016-2017;0
Melilla;FP Grado Medio;Mujeres;Todos los centros;2018-2019;0
Melilla;FP Grado Medio;Hombres;Todos los centros;2017-2018;0
Melilla;Total FP;Mujeres;Todos los centros;2017-2018;0
Melilla;Total FP;Hombres;Todos los centros;2018-2019;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2017-2018;0
Melilla;FP Básica;Hombres;Centros privados;2015-2016;0
Melilla;FP Grado Medio;Mujeres;Centros públicos;2016-2017;0
Melilla;Total FP;Hombres;Todos los centros;2016-2017;0
Melilla;Total FP;Hombres;Todos los centros;2017-2018;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2017-2018;0
Melilla;Total FP;Hombres;Centros públicos;2016-2017;0
Melilla;FP Básica;Total;Centros privados;2016-2017;0
Melilla;FP Básica y Grado Medio;Hombres;Centros privados;2018-2019;0
Melilla;FP Básica;Hombres;Centros públicos;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;0
Melilla;FP Básica;Hombres;Todos los centros;2017-2018;0
Melilla;FP Básica y Grado Medio;Hombres;Centros públicos;2015-2016;0
Melilla;FP Básica y Grado Medio;Mujeres;Centros públicos;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2016-2017;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2015-2016;0
Melilla;FP Básica;Total;Centros públicos;2016-2017;0
Melilla;FP Grado Medio;Total;Todos los centros;2017-2018;0
Melilla;FP Básica y Grado Medio;Mujeres;Centros públicos;2017-2018;0
Melilla;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2016-2017;0
Melilla;FP Básica;Hombres;Centros públicos;2017-2018;0
Melilla;Total FP;Hombres;Todos los centros;2015-2016;0
Melilla;FP Grado Medio;Mujeres;Centros privados;2018-2019;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2018-2019;0
Melilla;FP Grado Medio;Hombres;Todos los centros;2018-2019;0
Melilla;FP Grado Superior;Hombres;Todos los centros;2016-2017;0
Melilla;FP Básica;Total;Todos los centros;2015-2016;0
Melilla;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2018-2019;0
Melilla;Total FP;Total;Todos los centros;2017-2018;0
Melilla;Total FP;Total;Centros públicos;2017-2018;0
Melilla;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2016-2017;0
Canarias;Total FP;Hombres;Centros privados;2016-2017;0
Canarias;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2015-2016;72
Canarias;Total FP;Total;Centros privados;2016-2017;0
Canarias;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2018-2019;0
Canarias;FP Básica;Mujeres;Centros públicos;2018-2019;0
Canarias;FP Básica;Hombres;Todos los centros;2017-2018;0
Canarias;FP Básica y Grado Medio;Hombres;Todos los centros;2016-2017;98
Canarias;FP Grado Medio;Hombres;Todos los centros;2017-2018;72
Canarias;FP Básica;Mujeres;Centros privados;2017-2018;0
Canarias;FP Grado Medio;Total;Centros privados;2015-2016;0
Canarias;Total FP;Mujeres;Centros privados;2015-2016;0
Canarias;FP Básica;Total;Todos los centros;2015-2016;0
Canarias;FP Grado Medio;Hombres;Centros privados;2016-2017;0
Canarias;FP Básica;Mujeres;Todos los centros;2017-2018;0
Canarias;FP Grado Superior;Total;Centros públicos;2017-2018;220
Canarias;FP Básica y Grado Medio;Hombres;Centros privados;2017-2018;0
Canarias;FP Básica y Grado Medio;Total;Centros privados;2015-2016;0
Canarias;FP Grado Superior;Mujeres;Todos los centros;2018-2019;282
Canarias;FP Grado Medio;Mujeres;Todos los centros;2016-2017;91
Canarias;Total FP;Hombres;Todos los centros;2017-2018;152
Canarias;FP Grado Medio;Mujeres;Centros privados;2017-2018;0
Canarias;FP Básica;Hombres;Centros públicos;2016-2017;0
Canarias;FP Grado Medio;Mujeres;Centros privados;2018-2019;0
Canarias;FP Básica;Hombres;Centros privados;2016-2017;0
Canarias;FP Grado Superior;Total;Todos los centros;2015-2016;52
Canarias;FP Básica;Mujeres;Centros privados;2018-2019;0
Canarias;FP Básica y Grado Medio;Hombres;Centros privados;2016-2017;0
Canarias;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2016-2017;195
Canarias;FP Grado Medio;Mujeres;Todos los centros;2015-2016;2
Canarias;FP Básica;Total;Todos los centros;2017-2018;0
Canarias;Total FP;Hombres;Todos los centros;2016-2017;197
Canarias;FP Básica y Grado Medio;Total;Todos los centros;2016-2017;189
Canarias;Total FP;Total;Todos los centros;2018-2019;730
Canarias;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2016-2017;392
Canarias;FP Grado Superior;Mujeres;Todos los centros;2017-2018;140
Canarias;FP Básica;Mujeres;Centros privados;2015-2016;0
Canarias;Total FP;Hombres;Todos los centros;2015-2016;55
Canarias;Total FP;Hombres;Centros públicos;2016-2017;197
Canarias;FP Básica;Total;Centros públicos;2017-2018;0
Canarias;FP Grado Medio;Total;Centros públicos;2016-2017;189
Canarias;FP Grado Superior;Total;Centros públicos;2018-2019;497
Canarias;FP Básica;Total;Centros privados;2015-2016;0
Canarias;FP Básica;Mujeres;Centros públicos;2017-2018;0
Canarias;FP Básica;Hombres;Centros públicos;2017-2018;0
Canarias;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2016-2017;0
Canarias;FP Básica;Total;Todos los centros;2016-2017;0
Canarias;FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;93
Canarias;FP Grado Medio;Mujeres;Centros públicos;2016-2017;91
Canarias;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2016-2017;197
Canarias;FP Grado Medio;Total;Centros privados;2018-2019;0
Canarias;FP Grado Superior;Hombres;Centros públicos;2017-2018;80
Canarias;FP Básica y Grado Medio;Total;Todos los centros;2015-2016;20
Canarias;FP Grado Superior;Hombres;Centros privados;2015-2016;0
Canarias;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2017-2018;226
Canarias;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2015-2016;72
Canarias;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2015-2016;17
Canarias;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2016-2017;392
Canarias;FP Básica y Grado Medio;Mujeres;Centros públicos;2017-2018;86
Canarias;FP Grado Superior;Mujeres;Centros públicos;2017-2018;140
Canarias;FP Básica y Grado Medio;Mujeres;Centros privados;2015-2016;0
Canarias;FP Grado Superior;Mujeres;Centros privados;2016-2017;0
Canarias;FP Básica;Total;Centros privados;2017-2018;0
Canarias;Total FP;Total;Centros públicos;2015-2016;72
Canarias;FP Básica y Grado Medio;Hombres;Todos los centros;2017-2018;72
Canarias;FP Básica;Total;Centros públicos;2018-2019;0
Canarias;FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;0
Canarias;FP Grado Medio;Hombres;Centros públicos;2016-2017;98
Canarias;FP Básica;Mujeres;Todos los centros;2015-2016;0
Canarias;Total FP;Mujeres;Centros públicos;2017-2018;226
Canarias;FP Grado Medio;Hombres;Todos los centros;2015-2016;18
Canarias;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;0
Canarias;Total FP;Total;Centros públicos;2018-2019;730
Canarias;FP Básica y Grado Medio;Hombres;Todos los centros;2015-2016;18
Canarias;FP Básica;Mujeres;Todos los centros;2016-2017;0
Canarias;FP Básica;Hombres;Centros privados;2015-2016;0
Canarias;FP Grado Superior;Total;Centros públicos;2016-2017;203
Canarias;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2018-2019;422
Canarias;FP Básica y Grado Medio;Total;Todos los centros;2018-2019;233
Canarias;FP Básica y Grado Medio;Hombres;Centros públicos;2015-2016;18
Canarias;FP Grado Superior;Mujeres;Centros públicos;2016-2017;104
Canarias;Total FP;Total;Centros privados;2017-2018;0
Canarias;FP Básica;Mujeres;Todos los centros;2018-2019;0
Canarias;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2017-2018;226
Canarias;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2015-2016;17
Canarias;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2018-2019;730
Canarias;FP Básica;Hombres;Centros privados;2018-2019;0
Canarias;FP Grado Medio;Mujeres;Centros públicos;2015-2016;2
Canarias;FP Básica;Hombres;Todos los centros;2015-2016;0
Canarias;Total FP;Total;Centros públicos;2017-2018;378
Canarias;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2017-2018;152
Canarias;Total FP;Mujeres;Todos los centros;2017-2018;226
Canarias;FP Básica;Hombres;Centros públicos;2018-2019;0
Canarias;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;378
Canarias;FP Básica y Grado Medio;Hombres;Centros públicos;2017-2018;72
Canarias;FP Grado Medio;Mujeres;Todos los centros;2018-2019;140
Canarias;FP Básica;Total;Centros públicos;2015-2016;0
Canarias;FP Grado Medio;Total;Centros públicos;2015-2016;20
Canarias;FP Básica y Grado Medio;Hombres;Centros públicos;2016-2017;98
Canarias;FP Grado Medio;Mujeres;Centros privados;2016-2017;0
Canarias;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2018-2019;308
Canarias;FP Básica y Grado Medio;Total;Centros públicos;2015-2016;20
Canarias;FP Grado Superior;Hombres;Centros públicos;2016-2017;99
Canarias;FP Grado Medio y FP Grado Superior;Total;Centros privados;2017-2018;0
Canarias;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2017-2018;152
Canarias;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2017-2018;378
Canarias;FP Básica y Grado Medio;Total;Centros públicos;2018-2019;233
Canarias;FP Básica;Mujeres;Centros públicos;2016-2017;0
Canarias;Total FP;Mujeres;Todos los centros;2018-2019;422
Canarias;FP Básica;Hombres;Centros públicos;2015-2016;0
Canarias;FP Grado Superior;Total;Centros privados;2015-2016;0
Canarias;FP Grado Medio;Hombres;Centros privados;2018-2019;0
Canarias;FP Básica y Grado Medio;Hombres;Todos los centros;2018-2019;93
Canarias;FP Grado Superior;Hombres;Centros privados;2018-2019;0
Canarias;FP Grado Superior;Mujeres;Centros privados;2017-2018;0
Canarias;FP Grado Medio;Total;Centros públicos;2017-2018;158
Canarias;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2015-2016;0
Canarias;Total FP;Mujeres;Todos los centros;2016-2017;195
Canarias;FP Básica;Total;Todos los centros;2018-2019;0
